date,country,arrivals,year,month
2025-03-01,Sri Lanka,8883.0,2025,3
2025-04-01,Sri Lanka,1027.0,2025,4
2025-05-01,Sri Lanka,455.0,2025,5
2025-06-01,Sri Lanka,287.0,2025,6
2025-07-01,Sri Lanka,598.0,2025,7
2025-08-01,Sri Lanka,5956.0,2025,8
2025-09-01,Sri Lanka,4616.0,2025,9
2025-10-01,Sri Lanka,5534.0,2025,10
2025-11-01,Sri Lanka,4831.0,2025,11
2025-12-01,Sri Lanka,582.0,2025,12
2019-01-01,Thailand,4616.0,2019,1
2019-02-01,Thailand,7725.0,2019,2
2019-03-01,Thailand,6112.0,2019,3
2019-04-01,Thailand,2962.0,2019,4
2019-05-01,Thailand,937.0,2019,5
2019-06-01,Thailand,728.0,2019,6
2019-07-01,Thailand,823.0,2019,7
2019-08-01,Thailand,717.0,2019,8
2019-09-01,Thailand,881.0,2019,9
2019-10-01,Thailand,3705.0,2019,10
2019-11-01,Thailand,6267.0,2019,11
2019-12-01,Thailand,6187.0,2019,12
2020-01-01,Thailand,4005.0,2020,1
2020-02-01,Thailand,12947.0,2020,2
2020-03-01,Thailand,3760.0,2020,3
2020-04-01,Thailand,0.0,2020,4
2020-05-01,Thailand,0.0,2020,5
2020-06-01,Thailand,0.0,2020,6
2020-07-01,Thailand,0.0,2020,7
2020-08-01,Thailand,0.0,2020,8
2020-09-01,Thailand,0.0,2020,9
2020-10-01,Thailand,29.0,2020,10
2020-11-01,Thailand,1.0,2020,11
2020-12-01,Thailand,36.0,2020,12
2021-01-01,Thailand,36.0,2021,1
2021-02-01,Thailand,30.0,2021,2
2021-03-01,Thailand,46.0,2021,3
2021-04-01,Thailand,44.0,2021,4
2021-05-01,Thailand,8.0,2021,5
2021-06-01,Thailand,5.0,2021,6
2021-07-01,Thailand,6.0,2021,7
2021-08-01,Thailand,52.0,2021,8
2021-09-01,Thailand,61.0,2021,9
2021-10-01,Thailand,90.0,2021,10
2021-11-01,Thailand,74.0,2021,11
2021-12-01,Thailand,124.0,2021,12
2022-01-01,Thailand,121.0,2022,1
2022-02-01,Thailand,191.0,2022,2
2022-03-01,Thailand,274.0,2022,3
2022-04-01,Thailand,617.0,2022,4
2022-05-01,Thailand,329.0,2022,5
2022-06-01,Thailand,305.0,2022,6
2022-07-01,Thailand,430.0,2022,7
2022-08-01,Thailand,284.0,2022,8
2022-09-01,Thailand,643.0,2022,9
2022-10-01,Thailand,1296.0,2022,10
2022-11-01,Thailand,2441.0,2022,11
2022-12-01,Thailand,3004.0,2022,12
2023-01-01,Thailand,2419.0,2023,1
2023-02-01,Thailand,4802.0,2023,2
2023-03-01,Thailand,3829.0,2023,3
2023-04-01,Thailand,2103.0,2023,4
2023-05-01,Thailand,517.0,2023,5
2023-06-01,Thailand,442.0,2023,6
2023-07-01,Thailand,579.0,2023,7
2023-08-01,Thailand,483.0,2023,8
2023-09-01,Thailand,720.0,2023,9
2023-10-01,Thailand,1289.0,2023,10
2023-11-01,Thailand,3962.0,2023,11
2023-12-01,Thailand,4533.0,2023,12
2024-01-01,Thailand,4618.0,2024,1
2024-02-01,Thailand,4799.0,2024,2
2024-03-01,Thailand,4568.0,2024,3
2024-04-01,Thailand,1884.0,2024,4
2024-05-01,Thailand,627.0,2024,5
2024-06-01,Thailand,366.0,2024,6
2024-07-01,Thailand,740.0,2024,7
2024-08-01,Thailand,436.0,2024,8
2024-09-01,Thailand,780.0,2024,9
2024-10-01,Thailand,2203.0,2024,10
2024-11-01,Thailand,4462.0,2024,11
2024-12-01,Thailand,5263.0,2024,12
2025-01-01,Thailand,3218.0,2025,1
2025-02-01,Thailand,5681.0,2025,2
2025-03-01,Thailand,4982.0,2025,3
2025-04-01,Thailand,2042.0,2025,4
2025-05-01,Thailand,1227.0,2025,5
2025-06-01,Thailand,551.0,2025,6
2025-07-01,Thailand,800.0,2025,7
2025-08-01,Thailand,902.0,2025,8
2025-09-01,Thailand,767.0,2025,9
2025-10-01,Thailand,2209.0,2025,10
2025-11-01,Thailand,3563.0,2025,11
2025-12-01,Thailand,4419.0,2025,12
2019-01-01,UK,3874.0,2019,1
2019-02-01,UK,5031.0,2019,2
2019-03-01,UK,6702.0,2019,3
2019-04-01,UK,7192.0,2019,4
2019-05-01,UK,3387.0,2019,5
2019-06-01,UK,2786.0,2019,6
2019-07-01,UK,4140.0,2019,7
2019-08-01,UK,3387.0,2019,8
2019-09-01,UK,4736.0,2019,9
2019-10-01,UK,8716.0,2019,10
2019-11-01,UK,7193.0,2019,11
2019-12-01,UK,4000.0,2019,12
2020-01-01,UK,3585.0,2020,1
2020-02-01,UK,4845.0,2020,2
2020-03-01,UK,2257.0,2020,3
2020-04-01,UK,5.0,2020,4
2020-05-01,UK,7.0,2020,5
2020-06-01,UK,19.0,2020,6
2020-07-01,UK,19.0,2020,7
2020-08-01,UK,42.0,2020,8
2020-09-01,UK,79.0,2020,9
2020-10-01,UK,284.0,2020,10
2020-11-01,UK,295.0,2020,11
2020-12-01,UK,325.0,2020,12
2021-01-01,UK,136.0,2021,1
2021-02-01,UK,523.0,2021,2
2021-03-01,UK,664.0,2021,3
2021-04-01,UK,541.0,2021,4
2021-05-01,UK,51.0,2021,5
2021-06-01,UK,58.0,2021,6
2021-07-01,UK,184.0,2021,7
2021-08-01,UK,416.0,2021,8
2021-09-01,UK,438.0,2021,9
2021-10-01,UK,1382.0,2021,10
2021-11-01,UK,2026.0,2021,11
2021-12-01,UK,2261.0,2021,12
2022-01-01,UK,1824.0,2022,1
2022-02-01,UK,2218.0,2022,2
2022-03-01,UK,4033.0,2022,3
2022-04-01,UK,5400.0,2022,4
2022-05-01,UK,2461.0,2022,5
2022-06-01,UK,2000.0,2022,6
2022-07-01,UK,3953.0,2022,7
2022-08-01,UK,2826.0,2022,8
2022-09-01,UK,3927.0,2022,9
2022-10-01,UK,7417.0,2022,10
2022-11-01,UK,5165.0,2022,11
2022-12-01,UK,3870.0,2022,12
2023-01-01,UK,3458.0,2023,1
2023-02-01,UK,4345.0,2023,2
2023-03-01,UK,6133.0,2023,3
2023-04-01,UK,5409.0,2023,4
2023-05-01,UK,2927.0,2023,5
2023-06-01,UK,1991.0,2023,6
2023-07-01,UK,3630.0,2023,7
2023-08-01,UK,2711.0,2023,8
2023-09-01,UK,3640.0,2023,9
2023-10-01,UK,8218.0,2023,10
2023-11-01,UK,6136.0,2023,11
2023-12-01,UK,4267.0,2023,12
2024-01-01,UK,3276.0,2024,1
2024-02-01,UK,4571.0,2024,2
2024-03-01,UK,7241.0,2024,3
2024-04-01,UK,5390.0,2024,4
2024-05-01,UK,2802.0,2024,5
2024-06-01,UK,1971.0,2024,6
2024-07-01,UK,3806.0,2024,7
2024-08-01,UK,2764.0,2024,8
2024-09-01,UK,4493.0,2024,9
2024-10-01,UK,8017.0,2024,10
2024-11-01,UK,6610.0,2024,11
2024-12-01,UK,3824.0,2024,12
2025-01-01,UK,3521.0,2025,1
2025-02-01,UK,5221.0,2025,2
2025-03-01,UK,5995.0,2025,3
2025-04-01,UK,6737.0,2025,4
2025-05-01,UK,3473.0,2025,5
2025-06-01,UK,2284.0,2025,6
2025-07-01,UK,3547.0,2025,7
2025-08-01,UK,2947.0,2025,8
2025-09-01,UK,5067.0,2025,9
2025-10-01,UK,8719.0,2025,10
2025-11-01,UK,7191.0,2025,11
2025-12-01,UK,4233.0,2025,12
2019-01-01,USA,6620.0,2019,1
2019-02-01,USA,6684.0,2019,2
2019-03-01,USA,9450.0,2019,3
2019-04-01,USA,8493.0,2019,4
2019-05-01,USA,7550.0,2019,5
2019-06-01,USA,7968.0,2019,6
2019-07-01,USA,6325.0,2019,7
2019-08-01,USA,4966.0,2019,8
2019-09-01,USA,7062.0,2019,9
2019-10-01,USA,12241.0,2019,10
2019-11-01,USA,9635.0,2019,11
2019-12-01,USA,6247.0,2019,12
2020-01-01,USA,6383.0,2020,1
2020-02-01,USA,6790.0,2020,2
2020-03-01,USA,2929.0,2020,3
2020-04-01,USA,0.0,2020,4
2020-05-01,USA,0.0,2020,5
2020-06-01,USA,8.0,2020,6
2020-07-01,USA,8.0,2020,7
2020-08-01,USA,56.0,2020,8
2020-09-01,USA,126.0,2020,9
2020-10-01,USA,399.0,2020,10
2020-11-01,USA,449.0,2020,11
2020-12-01,USA,619.0,2020,12
2021-01-01,USA,877.0,2021,1
2021-02-01,USA,1115.0,2021,2
2021-03-01,USA,1693.0,2021,3
2021-04-01,USA,2733.0,2021,4
2021-05-01,USA,225.0,2021,5
2021-06-01,USA,263.0,2021,6
2021-07-01,USA,816.0,2021,7
2021-08-01,USA,1237.0,2021,8
2021-09-01,USA,1848.0,2021,9
2021-10-01,USA,4721.0,2021,10
2021-11-01,USA,3785.0,2021,11
2021-12-01,USA,3541.0,2021,12
2022-01-01,USA,3259.0,2022,1
2022-02-01,USA,3206.0,2022,2
2022-03-01,USA,4909.0,2022,3
2022-04-01,USA,7345.0,2022,4
2022-05-01,USA,7318.0,2022,5
2022-06-01,USA,8350.0,2022,6
2022-07-01,USA,5228.0,2022,7
2022-08-01,USA,4070.0,2022,8
2022-09-01,USA,7938.0,2022,9
2022-10-01,USA,11859.0,2022,10
2022-11-01,USA,7832.0,2022,11
2022-12-01,USA,5769.0,2022,12
2023-01-01,USA,6561.0,2023,1
2023-02-01,USA,7887.0,2023,2
2023-03-01,USA,9557.0,2023,3
2023-04-01,USA,8413.0,2023,4
2023-05-01,USA,8546.0,2023,5
2023-06-01,USA,8470.0,2023,6
2023-07-01,USA,5561.0,2023,7
2023-08-01,USA,4629.0,2023,8
2023-09-01,USA,7364.0,2023,9
2023-10-01,USA,14878.0,2023,10
2023-11-01,USA,11461.0,2023,11
2023-12-01,USA,7028.0,2023,12
2024-01-01,USA,7048.0,2024,1
2024-02-01,USA,9088.0,2024,2
2024-03-01,USA,10763.0,2024,3
2024-04-01,USA,9948.0,2024,4
2024-05-01,USA,8528.0,2024,5
2024-06-01,USA,8280.0,2024,6
2024-07-01,USA,7864.0,2024,7
2024-08-01,USA,5614.0,2024,8
2024-09-01,USA,10084.0,2024,9
2024-10-01,USA,16024.0,2024,10
2024-11-01,USA,10980.0,2024,11
2024-12-01,USA,6996.0,2024,12
2025-01-01,USA,8062.0,2025,1
2025-02-01,USA,10646.0,2025,2
2025-03-01,USA,11092.0,2025,3
2025-04-01,USA,10053.0,2025,4
2025-05-01,USA,9074.0,2025,5
2025-06-01,USA,9696.0,2025,6
2025-07-01,USA,6626.0,2025,7
2025-08-01,USA,6067.0,2025,8
2025-09-01,USA,9775.0,2025,9
2025-10-01,USA,13286.0,2025,10
2025-11-01,USA,11253.0,2025,11
2025-12-01,USA,7078.0,2025,12
