date,country,arrivals,year,month
2022-11-01,UK,5165,2022,11
2022-12-01,UK,3870,2022,12
2023-01-01,UK,3458,2023,1
2023-02-01,UK,4345,2023,2
2023-03-01,UK,6133,2023,3
2023-04-01,UK,5409,2023,4
2023-05-01,UK,2927,2023,5
2023-06-01,UK,1991,2023,6
2023-07-01,UK,3630,2023,7
2023-08-01,UK,2711,2023,8
2023-09-01,UK,3640,2023,9
2023-10-01,UK,8218,2023,10
2023-11-01,UK,6136,2023,11
2023-12-01,UK,4267,2023,12
2024-01-01,UK,3276,2024,1
2024-02-01,UK,4571,2024,2
2024-03-01,UK,7241,2024,3
2024-04-01,UK,5390,2024,4
2024-05-01,UK,2802,2024,5
2024-06-01,UK,1971,2024,6
2024-07-01,UK,3806,2024,7
2024-08-01,UK,2764,2024,8
2024-09-01,UK,4493,2024,9
2024-10-01,UK,8017,2024,10
2024-11-01,UK,6610,2024,11
2024-12-01,UK,3824,2024,12
2025-01-01,UK,3521,2025,1
2025-02-01,UK,5221,2025,2
2025-03-01,UK,5995,2025,3
2025-04-01,UK,6737,2025,4
2025-05-01,UK,3473,2025,5
2025-06-01,UK,2284,2025,6
2025-07-01,UK,3547,2025,7
2025-08-01,UK,2947,2025,8
2025-09-01,UK,5067,2025,9
2025-10-01,UK,8719,2025,10
2025-11-01,UK,7191,2025,11
2025-12-01,UK,4233,2025,12
2019-01-01,USA,6620,2019,1
2019-02-01,USA,6684,2019,2
2019-03-01,USA,9450,2019,3
2019-04-01,USA,8493,2019,4
2019-05-01,USA,7550,2019,5
2019-06-01,USA,7968,2019,6
2019-07-01,USA,6325,2019,7
2019-08-01,USA,4966,2019,8
2019-09-01,USA,7062,2019,9
2019-10-01,USA,12241,2019,10
2019-11-01,USA,9635,2019,11
2019-12-01,USA,6247,2019,12
2020-01-01,USA,6383,2020,1
2020-02-01,USA,6790,2020,2
2020-03-01,USA,2929,2020,3
2020-04-01,USA,0,2020,4
2020-05-01,USA,0,2020,5
2020-06-01,USA,8,2020,6
2020-07-01,USA,8,2020,7
2020-08-01,USA,56,2020,8
2020-09-01,USA,126,2020,9
2020-10-01,USA,399,2020,10
2020-11-01,USA,449,2020,11
2020-12-01,USA,619,2020,12
2021-01-01,USA,877,2021,1
2021-02-01,USA,1115,2021,2
2021-03-01,USA,1693,2021,3
2021-04-01,USA,2733,2021,4
2021-05-01,USA,225,2021,5
2021-06-01,USA,263,2021,6
2021-07-01,USA,816,2021,7
2021-08-01,USA,1237,2021,8
2021-09-01,USA,1848,2021,9
2021-10-01,USA,4721,2021,10
2021-11-01,USA,3785,2021,11
2021-12-01,USA,3541,2021,12
2022-01-01,USA,3259,2022,1
2022-02-01,USA,3206,2022,2
2022-03-01,USA,4909,2022,3
2022-04-01,USA,7345,2022,4
2022-05-01,USA,7318,2022,5
2022-06-01,USA,8350,2022,6
2022-07-01,USA,5228,2022,7
2022-08-01,USA,4070,2022,8
2022-09-01,USA,7938,2022,9
2022-10-01,USA,11859,2022,10
2022-11-01,USA,7832,2022,11
2022-12-01,USA,5769,2022,12
2023-01-01,USA,6561,2023,1
2023-02-01,USA,7887,2023,2
2023-03-01,USA,9557,2023,3
2023-04-01,USA,8413,2023,4
2023-05-01,USA,8546,2023,5
2023-06-01,USA,8470,2023,6
2023-07-01,USA,5561,2023,7
2023-08-01,USA,4629,2023,8
2023-09-01,USA,7364,2023,9
2023-10-01,USA,14878,2023,10
2023-11-01,USA,11461,2023,11
2023-12-01,USA,7028,2023,12
2024-01-01,USA,7048,2024,1
2024-02-01,USA,9088,2024,2
2024-03-01,USA,10763,2024,3
2024-04-01,USA,9948,2024,4
2024-05-01,USA,8528,2024,5
2024-06-01,USA,8280,2024,6
2024-07-01,USA,7864,2024,7
2024-08-01,USA,5614,2024,8
2024-09-01,USA,10084,2024,9
2024-10-01,USA,16024,2024,10
2024-11-01,USA,10980,2024,11
2024-12-01,USA,6996,2024,12
2025-01-01,USA,8062,2025,1
2025-02-01,USA,10646,2025,2
2025-03-01,USA,11092,2025,3
2025-04-01,USA,10053,2025,4
2025-05-01,USA,9074,2025,5
2025-06-01,USA,9696,2025,6
2025-07-01,USA,6626,2025,7
2025-08-01,USA,6067,2025,8
2025-09-01,USA,9775,2025,9
2025-10-01,USA,13286,2025,10
2025-11-01,USA,11253,2025,11
2025-12-01,USA,7078,2025,12
